Title,Price
Apple iPhone 13 (128GB) - Midnight    Apple iPhone 13 (128GB) - Green    CEX Apple iPhone 5S (Space Grey  16GB)    Apple iPhone 6 (64GB)-Gold    Apple iPhone 14 Pro 128GB Space Black    Apple iPhone 14 Pro 128GB Gold    Apple iPhone 6 (64GB)-Silver    Apple iPhone 14 Pro Max 128GB Deep Purple    Apple iPhone 13 (256GB) - Midnight    Apple iPhone 13 (256GB) - (Product) RED    Apple iPhone 5s (16GB Space Grey)    Apple iPhone 14 Pro Max 256GB Space Black    Apple iPhone 13 Mini (128GB) - Blue    Apple iPhone 14 Pro Max 1TB Deep Purple    CEX A:pple iPhone 5S (Silver  16GB)    Apple iPhone 14 Pro 128GB Silver  ,  61 999    13 499    18 499    1 22 999    1 22 990    18 499    1 32 999    74 900    73 990    13 499    1 42 990    64 900    1 83 990    13 499    1 22 999  
